product_area,location_country,pw_reset_date,supplier_name,location_region,sla_end_to_end_exclude_weekend1,sla_xws_exclude_weekend1,sub_act,time_to_onboard_include_weekend,wo_adv_std_include_weekend,time_to_onboard_exclude_weekend,wo_adv_std_exclude_weekend,comp_eqp_exclude_weekend,complaince_activation_exclude_weekend,xws_activation_to_idv,xws_idv_to_system_activation
Waymo,India,2025-05-01,WIPRO LIMITED,APAC,3,1,3,3,3,3,3,null,1,0,0
YouTube,United States,2025-05-02,TELEPERFORMANCE SE,NORTH AMERICA,6,3,8,8,5,6,3,2,3,3,0
Platforms + Ecosystems,India,2025-04-28,ITTIAM SYSTEMS PVT LTD,APAC,6,3,10,10,5,6,3,6,3,0,3
REWS,India,null,JONES LANG LASALLE INC,APAC,3,1,3,3,3,3,3,null,1,0,0
REWS,India,2025-04-30,ANIXTER INC,APAC,10,9,14,14,1,10,1,8,9,8,1
Ads & Commerce,Poland,2025-04-30,TELUS,EMEA,4,1,6,6,5,4,3,2,1,0,1
Corp Eng,India,2025-04-29,ACCENTURE PLC,APAC,6,5,8,8,1,6,1,5,5,0,5
Technical Infrastructure,United States,null,UNIFY CONSULTING LLC,NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
Marketing,Canada,2025-05-02,DELOITTE,NORTH AMERICA,4,3,4,4,1,4,1,3,3,2,1
Technical Infrastructure,United States,null,"ROONEY HOLDINGS, INC.",NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
Technical Infrastructure,India,2025-05-02,ACCENTURE PLC,APAC,5,3,7,7,4,5,2,5,3,3,0
Technical Infrastructure,India,null,INDIGO TELECOM GROUP LTD,APAC,1,1,1,1,1,1,1,null,1,0,0
Technical Infrastructure,India,null,ERICSSON INC,APAC,3,1,5,5,5,3,3,null,1,0,0
T&S,Malaysia,2025-04-30,ACCENTURE PLC,APAC,5,1,7,7,6,5,4,4,1,0,1
REWS,null,null,SODEXO,APAC,3,1,5,5,5,3,3,null,1,0,0
Waymo,United States,2025-04-28,KPMG,NORTH AMERICA,2,1,4,4,4,2,2,1,1,0,0
REWS,India,null,MEDIFIT CONSULTANTS PVT LTD,APAC,3,1,3,3,3,3,3,null,1,0,0
Technical Infrastructure,United States,2025-05-02,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,4,1,4,4,3,4,3,1,1,1,0
Waymo,United States,2025-05-02,TRANSDEV,NORTH AMERICA,8,5,10,10,3,8,3,2,5,2,3
Devices & Services,Taiwan,2025-05-02,TATA GROUP,APAC,6,4,8,8,4,6,2,4,4,1,3
Technical Infrastructure,United States,2025-04-28,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,4,1,6,6,3,4,3,2,1,1,0
Technical Infrastructure,null,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,3,1,5,5,5,3,3,null,1,0,0
Technical Infrastructure,United States,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
Technical Infrastructure,Netherlands,2025-05-01,SCHENKER,EMEA,4,1,6,6,5,4,3,1,1,1,0
Platforms + Ecosystems,United States,2025-04-28,TATA GROUP,NORTH AMERICA,15,13,21,21,2,15,2,15,13,0,13
Waymo,United States,2025-04-28,UBER TECHNOLOGIES INC,NORTH AMERICA,7,2,11,11,7,7,5,4,2,2,0
YouTube,India,2025-04-29,ACCENTURE PLC,APAC,5,2,7,7,3,5,3,5,2,2,0
gTech,Mexico,2025-04-28,QUALITEST,LATAM,5,2,7,7,3,5,3,5,2,0,2
Technical Infrastructure,Netherlands,2025-04-29,SYNCREON GLOBAL HOLDINGS LIMITED,EMEA,5,2,7,7,3,5,3,1,2,1,1
gCS,China,2025-04-30,ACCENTURE PLC,APAC,6,5,8,8,1,6,1,4,5,3,2
Waymo,United States,2025-04-30,TRANSDEV,NORTH AMERICA,10,7,14,14,5,10,3,4,7,7,0
Technical Infrastructure,null,null,SISTEMAS CONTRA INCENDIOS EUROCOMERCIAL LTDA,LATAM,3,1,5,5,5,3,3,null,1,0,0
DeepMind,United Kingdom,2025-05-01,HARVEY NASH PLC,EMEA,7,5,14,14,7,7,2,8,5,3,2
gTech,India,2025-04-29,TELEPERFORMANCE SE,APAC,1,1,2,2,2,1,1,1,1,0,0
T&S,India,2025-05-01,WIPRO LIMITED,APAC,4,1,6,6,5,4,3,3,1,0,1
Waymo,United States,2025-04-28,AUTONATION,NORTH AMERICA,3,1,5,5,2,3,2,1,1,1,0
T&S,India,2025-05-01,WIPRO LIMITED,APAC,4,1,6,6,5,4,3,3,1,0,1
Access,United States,2025-04-28,ONUG SOLUTIONS LLC,NORTH AMERICA,4,2,6,6,2,4,2,2,2,1,1
Geo,India,2025-04-29,WIPRO LIMITED,APAC,3,1,5,5,5,3,3,2,1,0,0
Cloud,India,2025-05-01,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,5,3,7,7,4,5,2,1,3,0,3
Technical Infrastructure,United States,null,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,1,1,3,3,3,1,1,null,1,0,0
gTech,India,2025-05-02,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,4,1,4,4,3,4,3,2,1,0,1
T&S,India,2025-04-28,WIPRO LIMITED,APAC,4,3,6,6,1,4,1,3,3,0,3
gTech,Portugal,2025-04-29,QUALITEST,EMEA,5,1,7,7,6,5,4,5,1,1,0
Platforms + Ecosystems,India,2025-04-28,INFOSYS,APAC,9,8,13,13,1,9,1,9,8,1,7
Technical Infrastructure,United States,2025-05-01,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,3,1,3,3,2,3,2,1,1,1,0
gCS,Philippines,2025-04-30,CONCENTRIX,APAC,2,1,2,2,2,2,2,1,1,0,0
Technical Infrastructure,United States,null,TW CONSTRUCTORS LLC,NORTH AMERICA,7,1,11,11,11,7,7,null,1,0,0
POps,null,null,FOUNDING YEARS LEARNNG SOLUTIONS PVT LTD,APAC,3,1,5,5,5,3,3,null,1,0,0
Technical Infrastructure,null,null,ARRIS SOLUTIONS INC,EMEA,3,1,5,5,5,3,3,null,1,0,0
Cloud,El Salvador,2025-04-30,TELUS,LATAM,2,1,2,2,2,2,2,1,1,0,0
Waymo,India,2025-05-01,WIPRO LIMITED,APAC,3,1,3,3,2,3,2,2,1,1,0
REWS,null,null,SODEXO,APAC,3,1,3,3,3,3,3,null,1,0,0
Technical Infrastructure,Germany,2025-04-28,SCHENKER,EMEA,18,14,26,26,6,18,4,17,14,0,14
Waymo,United States,2025-05-02,"TASKUS, INC.",NORTH AMERICA,4,2,4,4,2,4,2,2,2,1,1
gTech,Mexico,2025-05-01,QUALITEST,LATAM,8,3,10,10,7,8,5,7,3,3,0
Waymo,United States,2025-04-28,"MAGNIT, LLC",NORTH AMERICA,12,10,26,26,12,12,2,9,10,10,0
Finance,Philippines,2025-05-01,ACCENTURE PLC,APAC,5,2,7,7,5,5,3,4,2,1,1
Technical Infrastructure,United States,2025-04-28,ALLIED UNIVERSAL,NORTH AMERICA,6,4,10,10,4,6,2,1,4,4,0
Cloud,India,2025-04-30,BRISTLECONE INC.,APAC,11,10,15,15,1,11,1,1,10,0,10
Waymo,India,2025-04-30,WIPRO LIMITED,APAC,2,1,2,2,1,2,1,null,1,0,1
YouTube,India,2025-04-30,CONCENTRIX,APAC,2,1,2,2,3,2,3,1,1,0,0
REWS,United States,2025-05-01,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,7,4,9,9,3,7,3,2,4,3,1
Ads & Commerce,United States,2025-04-30,EPAM SYSTEMS INC,NORTH AMERICA,3,1,5,5,4,3,2,1,1,0,1
Waymo,United States,2025-05-01,TRANSDEV,NORTH AMERICA,7,5,9,9,2,7,2,null,5,0,5
T&S,Portugal,2025-04-29,MAJOREL GLOBAL,EMEA,6,4,8,8,2,6,2,null,4,3,1
Waymo,India,2025-04-30,WIPRO LIMITED,APAC,2,1,2,2,1,2,1,1,1,1,0
Devices & Services,India,2025-04-29,INFOSYS,APAC,3,1,5,5,5,3,3,null,1,0,0
Global Affairs (w/o T&S),United States,2025-04-29,VACO,NORTH AMERICA,4,1,6,6,5,4,3,3,1,0,1
POps,Taiwan,null,FAR EASTERN MEMORIAL HOSPITAL,APAC,3,1,5,5,5,3,3,null,1,0,0
Platforms + Ecosystems,India,2025-04-28,ITTIAM SYSTEMS PVT LTD,APAC,6,3,10,10,5,6,3,6,3,0,3
T&S,India,2025-04-30,WIPRO LIMITED,APAC,3,1,5,5,4,3,2,null,1,0,1
Geo,India,2025-04-30,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,4,1,6,6,5,4,3,1,1,1,0
Access,Poland,2025-04-29,EPAM SYSTEMS INC,EMEA,2,1,4,4,4,2,2,2,1,0,0
Cloud,Philippines,2025-04-30,HCL TECHNOLOGIES LTD,APAC,10,8,14,14,2,10,2,10,8,0,8
Technical Infrastructure,United States,2025-04-28,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,4,1,6,6,3,4,3,2,1,0,1
Technical Infrastructure,United States,2025-04-28,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,4,1,6,6,3,4,3,2,1,1,0
gTech,Mexico,2025-04-30,QUALITEST,LATAM,7,4,9,9,3,7,3,7,4,0,4
Technical Infrastructure,null,null,INDIGO TELECOM GROUP LTD,EMEA,3,1,3,3,3,3,3,null,1,0,0
gTech,Philippines,2025-04-28,TELUS,APAC,6,4,10,10,4,6,2,1,4,4,0
YouTube,India,2025-05-02,ACCENTURE PLC,APAC,6,4,8,8,4,6,2,1,4,3,1
POps,India,2025-05-02,RANDSTAD NV,APAC,7,6,9,9,1,7,1,7,6,0,6
POps,India,2025-05-01,RANDSTAD NV,APAC,15,12,21,21,5,15,3,null,12,5,7
Geo,India,2025-05-01,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,5,2,7,7,5,5,3,1,2,2,0
Platforms + Ecosystems,India,2025-04-29,HCL TECHNOLOGIES LTD,APAC,4,1,6,6,5,4,3,3,1,0,1
REWS,Finland,null,CBRE GROUP INC,EMEA,3,1,3,3,3,3,3,null,1,0,0
Finance,United States,2025-04-30,ERNST AND YOUNG LLP,NORTH AMERICA,6,3,8,8,3,6,3,1,3,3,0
Technical Infrastructure,Netherlands,2025-04-29,SECURITAS AB,EMEA,5,4,7,7,1,5,1,null,4,3,1
YouTube,India,2025-04-30,CONCENTRIX,APAC,4,1,6,6,6,4,4,1,1,0,0
Technical Infrastructure,Germany,2025-04-29,SOBEN GROUP HOLDINGS LTD,EMEA,1,1,2,2,1,1,0,1,1,1,0
Geo,India,2025-05-01,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,5,2,7,7,5,5,3,1,2,2,0
Ads & Commerce,India,2025-04-28,"APPLAUSE APP QUALITY, INC",APAC,5,1,8,8,5,5,4,5,1,1,0
YouTube,Ireland,2025-04-28,ACCENTURE PLC,EMEA,3,1,5,5,2,3,2,3,1,0,1
Cloud,null,null,EPAM SYSTEMS INC,EMEA,3,1,3,3,3,3,3,null,1,0,0
Technical Infrastructure,null,null,"ROONEY HOLDINGS, INC.",NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
Devices & Services,India,2025-04-29,TECH MAHINDRA LIMITED,APAC,11,9,15,15,2,11,2,9,9,8,1
Technical Infrastructure,India,null,ERICSSON INC,APAC,2,1,4,4,4,2,2,null,1,0,0
Health,United States,2025-05-02,"MEDAMERICA CONSULTING EMPLOYEES, INC.",NORTH AMERICA,6,3,8,8,5,6,3,4,3,2,1
Waymo,India,2025-05-01,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,3,1,3,3,2,3,2,1,1,0,1
Waymo,United States,2025-05-02,"TASKUS, INC.",NORTH AMERICA,3,1,3,3,3,3,3,2,1,0,0
gCS,Philippines,2025-04-30,CONCENTRIX,APAC,2,1,2,2,2,2,2,1,1,0,0
Technical Infrastructure,United States,null,SCHENKER,NORTH AMERICA,1,1,1,1,1,1,1,null,1,0,0
Technical Infrastructure,United States,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
Technical Infrastructure,United States,2025-04-30,A.G. KUNZ LLC,NORTH AMERICA,5,3,7,7,2,5,2,4,3,0,3
Technical Infrastructure,United States,2025-04-28,ALLIED UNIVERSAL,NORTH AMERICA,4,2,6,6,2,4,2,1,2,0,2
YouTube,India,2025-05-02,ACCENTURE PLC,APAC,6,4,8,8,4,6,2,1,4,0,4
YouTube,United States,2025-05-02,ZENITH TALENT CORPORATION,NORTH AMERICA,6,3,10,10,7,6,3,7,3,0,3
Technical Infrastructure,null,null,SISTEMAS CONTRA INCENDIOS EUROCOMERCIAL LTDA,LATAM,3,1,5,5,5,3,3,null,1,0,0
T&S,India,2025-05-01,WIPRO LIMITED,APAC,4,1,6,6,5,4,3,2,1,0,1
T&S,Philippines,2025-05-02,ACCENTURE PLC,APAC,7,5,9,9,2,7,2,7,5,0,5
Technical Infrastructure,United States,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2,1,2,2,2,2,2,null,1,0,0
Waymo,United States,2025-05-02,TRANSDEV,NORTH AMERICA,8,4,10,10,6,8,4,2,4,0,4
Technical Infrastructure,null,null,"ROONEY HOLDINGS, INC.",NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
gTech,Poland,null,TELEPERFORMANCE SE,EMEA,3,1,5,5,5,3,3,null,1,0,0
POps,China,null,DELOITTE,APAC,3,1,5,5,5,3,3,null,1,0,0
Technical Infrastructure,United States,null,M A MORTENSON COMPANY,NORTH AMERICA,1,1,3,3,3,1,1,null,1,0,0
Technical Infrastructure,null,null,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,3,1,5,5,5,3,3,null,1,0,0
POps,India,2025-04-30,RANDSTAD NV,APAC,14,12,20,20,4,14,2,13,12,0,12
Technical Infrastructure,United States,2025-04-28,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,4,1,6,6,3,4,3,2,1,1,0
Finance,null,null,HCL TECHNOLOGIES LTD,NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
Platforms + Ecosystems,India,2025-04-29,HCL TECHNOLOGIES LTD,APAC,5,3,7,7,2,5,2,2,3,3,0
gTech,Poland,null,TELEPERFORMANCE SE,EMEA,3,1,5,5,5,3,3,null,1,0,0
Technical Infrastructure,United States,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2,1,2,2,2,2,2,null,1,0,0
Platforms + Ecosystems,United States,2025-05-02,BAYONE SOLUTIONS INC.,NORTH AMERICA,5,2,7,7,5,5,3,2,2,1,1
REWS,United States,null,PROPARK AMERICA WEST LLC,NORTH AMERICA,2,1,4,4,4,2,2,null,1,0,0
T&S,Malaysia,2025-04-29,ACCENTURE PLC,APAC,4,2,6,6,2,4,2,4,2,0,2
Devices & Services,India,2025-04-28,TECH MAHINDRA LIMITED,APAC,9,8,13,13,1,9,1,8,8,0,8
POps,India,2025-05-01,KORN FERRY INTERNATIONAL,APAC,5,3,7,7,4,5,2,2,3,2,1
T&S,India,2025-05-01,WIPRO LIMITED,APAC,4,1,6,6,5,4,3,2,1,0,1
REWS,India,null,SODEXO,APAC,3,1,3,3,3,3,3,null,1,0,0
Technical Infrastructure,United States,2025-05-02,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,4,1,4,4,3,4,3,1,1,1,0
Waymo,United States,2025-04-29,AMERIT FLEET SOLUTIONS INC.,NORTH AMERICA,2,1,4,4,4,2,2,1,1,0,0
YouTube,India,2025-05-01,CONCENTRIX,APAC,3,2,3,3,1,3,1,1,2,2,0
Ads & Commerce,Poland,2025-04-30,TELUS,EMEA,4,1,6,6,5,4,3,2,1,0,1
Cloud,United States,2025-05-01,ICONMA LLC,NORTH AMERICA,9,2,16,16,14,9,7,6,2,2,0
Technical Infrastructure,United States,2025-04-28,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,4,2,6,6,2,4,2,1,2,1,1
Technical Infrastructure,Poland,2025-05-02,EPAM SYSTEMS INC,EMEA,3,1,3,3,3,3,3,1,1,0,0
Marketing,Mexico,2025-04-30,FIREWOOD MARKETING INC.,LATAM,12,10,16,16,2,12,2,9,10,0,10
gTech,India,2025-04-29,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,3,1,5,5,5,3,3,2,1,0,0
T&S,Malaysia,2025-04-29,ACCENTURE PLC,APAC,2,1,4,4,3,2,1,1,1,0,1
Geo,India,2025-05-02,ACCENTURE PLC,APAC,6,4,8,8,4,6,2,6,4,0,4
Cloud,India,2025-04-29,HCL TECHNOLOGIES LTD,APAC,1,1,1,1,1,1,1,1,1,0,0
T&S,India,2025-04-28,WIPRO LIMITED,APAC,7,5,11,11,4,7,2,7,5,5,0
Global Affairs (w/o T&S),United States,2025-05-01,MORRISON & FOERSTER LLP,NORTH AMERICA,6,3,8,8,5,6,3,6,3,0,3
Technical Infrastructure,United States,2025-05-02,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,11,10,15,15,1,11,1,1,10,5,5
GBO (w/o gTech & gCS),Poland,2025-04-28,TTEC HOLDINGS INC,EMEA,3,2,5,5,1,3,1,1,2,2,0
Finance,India,2025-04-29,IBM CORPORATION,APAC,8,7,12,12,1,8,1,8,7,5,2
Waymo,United States,2025-04-28,METRO ONE LOSS PREVENTION SERVICES GROUP (GUARD DIVISION) INC,NORTH AMERICA,2,1,4,4,4,2,2,1,1,0,0
Platforms + Ecosystems,United States,2025-04-30,DELOITTE,NORTH AMERICA,3,2,5,5,3,3,1,3,2,0,2
REWS,United States,2025-05-02,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,6,4,8,8,4,6,2,1,4,1,3
REWS,United States,null,COMPASS GROUP PLC,NORTH AMERICA,2,1,2,2,2,2,2,2,1,0,0
DeepMind,United Kingdom,2025-04-30,SMARTPA GLOBAL LTD,EMEA,17,14,23,23,3,17,3,2,14,2,12
Waymo,India,2025-04-30,WIPRO LIMITED,APAC,6,5,8,8,1,6,1,null,5,5,0
REWS,null,null,MEDIFIT CONSULTANTS PVT LTD,APAC,3,1,3,3,3,3,3,null,1,0,0
YouTube,Portugal,2025-04-30,GENPACT LIMITED,EMEA,7,4,9,9,3,7,3,2,4,3,1
REWS,India,null,JONES LANG LASALLE INC,APAC,3,1,3,3,3,3,3,null,1,0,0
Search,India,2025-05-01,GLOBALLOGIC INC,APAC,2,1,2,2,3,2,3,1,1,0,0
T&S,Malaysia,2025-04-29,ACCENTURE PLC,APAC,3,1,5,5,4,3,2,3,1,0,1
Waymo,India,2025-05-01,WIPRO LIMITED,APAC,3,1,3,3,3,3,3,1,1,0,0
Devices & Services,United States,2025-04-28,ARCHLYNK LLC,NORTH AMERICA,7,5,11,11,4,7,2,7,5,0,5
Technical Infrastructure,null,null,"CBM OF AMERICA, INC. (VENDOR)",NORTH AMERICA,3,1,5,5,5,3,3,null,1,0,0
gTech,Poland,null,TELEPERFORMANCE SE,EMEA,3,1,5,5,5,3,3,null,1,0,0
Waymo,India,2025-04-30,WIPRO LIMITED,APAC,2,1,2,2,1,2,1,2,1,0,1
T&S,India,2025-05-02,WIPRO LIMITED,APAC,3,1,3,3,3,3,3,2,1,0,0
T&S,Philippines,2025-05-01,ACCENTURE PLC,APAC,4,1,6,6,5,4,3,3,1,0,1
Ads & Commerce,Poland,2025-05-02,TELUS,EMEA,6,3,8,8,5,6,3,2,3,2,1
Technical Infrastructure,United States,null,"ROONEY HOLDINGS, INC.",NORTH AMERICA,2,1,4,4,4,2,2,null,1,0,0
REWS,India,null,JAGUAR SECURITY SERVICES PVT. LTD.,APAC,5,1,7,7,7,5,5,null,1,0,0
Cloud,India,2025-05-02,EPAM SYSTEMS INC,APAC,3,1,3,3,3,3,3,2,1,0,0
Platforms + Ecosystems,Philippines,2025-05-02,ACCENTURE PLC,APAC,4,1,4,4,3,4,3,3,1,0,1
Cloud,Philippines,2025-04-29,ACCENTURE PLC,APAC,6,4,8,8,2,6,2,1,4,4,0
Technical Infrastructure,null,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,3,1,5,5,5,3,3,null,1,0,0
Cloud,Bulgaria,2025-05-02,TELUS,EMEA,5,2,7,7,5,5,3,1,2,2,0
REWS,United States,null,ELECTROSONIC LIMITED,NORTH AMERICA,3,1,5,5,5,3,3,null,1,0,0
gTech,Colombia,2025-04-30,CONCENTRIX,LATAM,3,1,5,5,4,3,2,2,1,0,1
REWS,India,null,JONES LANG LASALLE INC,APAC,3,1,3,3,3,3,3,null,1,0,0
REWS,India,2025-04-28,JAGUAR SECURITY SERVICES PVT. LTD.,APAC,4,1,6,6,3,4,3,null,1,1,0
T&S,Philippines,2025-04-28,ACCENTURE PLC,APAC,9,6,13,13,3,9,3,9,6,0,6
Technical Infrastructure,United States,2025-05-02,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,12,10,16,16,2,12,2,8,10,1,9
gTech,United States,2025-04-28,VACO,NORTH AMERICA,3,1,5,5,2,3,2,2,1,0,1
YouTube,India,2025-04-28,GENPACT LIMITED,APAC,3,1,5,5,2,3,2,1,1,1,0
T&S,India,2025-04-30,WIPRO LIMITED,APAC,3,2,5,5,3,3,1,2,2,1,1
T&S,Philippines,2025-05-02,ACCENTURE PLC,APAC,7,6,9,9,1,7,1,7,6,0,6
Technical Infrastructure,United States,2025-04-29,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,5,1,7,7,6,5,4,3,1,0,1
Access,United States,2025-05-01,SANDCASTLE COMMUNICATIONS LLC,NORTH AMERICA,8,5,10,10,3,8,3,7,5,0,5
Technical Infrastructure,India,2025-05-02,HT GLOBAL IT SOLUTIONS HOLDINGS LIMITED,APAC,4,2,4,4,2,4,2,1,2,0,2
gTech,United States,2025-04-28,VACO,NORTH AMERICA,3,1,5,5,5,3,3,2,1,0,0
T&S,India,2025-04-30,WIPRO LIMITED,APAC,5,3,7,7,2,5,2,null,3,1,2
T&S,Philippines,2025-05-02,ACCENTURE PLC,APAC,7,5,9,9,2,7,2,6,5,0,5
Technical Infrastructure,null,null,ISS A/S,EMEA,3,1,3,3,3,3,3,null,1,0,0
Cloud,India,2025-04-28,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2,1,4,4,4,2,2,2,1,0,0
Geo,Philippines,2025-04-29,ACCENTURE PLC,APAC,4,2,6,6,2,4,2,4,2,0,2
Technical Infrastructure,United States,2025-04-28,ALLIED UNIVERSAL,NORTH AMERICA,4,1,6,6,3,4,3,3,1,1,0
Technical Infrastructure,Denmark,null,QVISTGAARD IS,EMEA,3,1,4,4,4,3,3,null,1,0,0
REWS,Canada,null,COMPASS GROUP PLC,NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
Technical Infrastructure,United States,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
T&S,Malaysia,2025-04-28,ACCENTURE PLC,APAC,3,1,5,5,5,3,3,null,1,0,0
Technical Infrastructure,United States,2025-05-01,ACCENTURE PLC,NORTH AMERICA,7,5,9,9,2,7,2,null,5,0,5
REWS,null,null,SODEXO,APAC,3,1,3,3,3,3,3,null,1,0,0
gTech,India,2025-04-28,TELEPERFORMANCE SE,APAC,5,2,7,7,3,5,3,3,2,0,2
Technical Infrastructure,null,null,"ROONEY HOLDINGS, INC.",NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
Ads & Commerce,Poland,2025-04-30,TELUS,EMEA,4,1,6,6,5,4,3,3,1,0,1
T&S,India,2025-04-30,WIPRO LIMITED,APAC,5,3,7,7,2,5,2,null,3,1,2
Technical Infrastructure,null,null,CERTIFIED MAINTENANCE SERVICE INC.,NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
Technical Infrastructure,United States,2025-05-02,SCHENKER,NORTH AMERICA,6,3,8,8,5,6,3,1,3,2,1
Technical Infrastructure,United Kingdom,2025-05-01,SYNERGY SECURITY SOLUTIONS LIMITED,EMEA,7,5,9,9,2,7,2,1,5,2,3
GBO (w/o gTech & gCS),Philippines,2025-05-02,ACCENTURE PLC,APAC,4,2,4,4,2,4,2,4,2,0,2
Cloud,India,2025-05-02,ACCENTURE PLC,APAC,3,1,3,3,3,3,3,2,1,0,0
Technical Infrastructure,Singapore,null,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,APAC,3,1,3,3,3,3,3,null,1,0,0
T&S,India,2025-04-30,WIPRO LIMITED,APAC,5,3,7,7,2,5,2,null,3,1,2
Geo,India,2025-04-28,WIPRO LIMITED,APAC,2,1,4,4,4,2,2,2,1,0,0
Platforms + Ecosystems,India,2025-04-30,ENCORA HOLDINGS LIMITED,APAC,3,2,5,5,3,3,1,null,2,0,2
YouTube,Philippines,2025-05-02,TECH MAHINDRA LIMITED,APAC,11,10,15,15,1,11,1,6,10,0,10
Technical Infrastructure,India,2025-04-29,VERBESTEL LLC,APAC,19,17,27,27,2,19,2,8,17,1,16
Global Affairs (w/o T&S),India,2025-05-02,ACCENTURE PLC,APAC,4,1,4,4,3,4,3,null,1,1,0
Technical Infrastructure,Denmark,null,QVISTGAARD IS,EMEA,3,1,4,4,4,3,3,null,1,0,0
T&S,Philippines,2025-04-28,ACCENTURE PLC,APAC,9,6,13,13,3,9,3,9,6,1,5
Access,United States,2025-04-28,DYCOM INDUSTRIES,NORTH AMERICA,8,6,12,12,2,8,2,8,6,6,0
Waymo,India,2025-05-01,WIPRO LIMITED,APAC,3,2,3,3,1,3,1,1,2,0,2
gTech,Brazil,2025-04-30,HCL TECHNOLOGIES LTD,LATAM,9,6,13,13,5,9,3,8,6,1,5
YouTube,United States,2025-04-30,TELEPERFORMANCE SE,NORTH AMERICA,4,1,6,6,6,4,4,2,1,0,0
REWS,United States,2025-04-28,MC DEAN INC,NORTH AMERICA,8,6,12,12,2,8,2,7,6,0,6
Technical Infrastructure,Taiwan,null,TATA GROUP,APAC,3,1,5,5,5,3,3,null,1,0,0
T&S,Philippines,2025-04-28,ACCENTURE PLC,APAC,9,8,13,13,1,9,1,9,8,0,8
REWS,India,null,COMPASS GROUP PLC,APAC,3,1,3,3,3,3,3,null,1,0,0
REWS,United States,null,COMPASS GROUP PLC,NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
Waymo,India,2025-05-02,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,4,1,4,4,3,4,3,1,1,1,0
gTech,Poland,null,TELEPERFORMANCE SE,EMEA,3,1,5,5,5,3,3,null,1,0,0
Cloud,Spain,2025-04-30,CONCENTRIX,EMEA,2,1,2,2,2,2,2,1,1,0,0
YouTube,United States,2025-04-28,TATA GROUP,NORTH AMERICA,8,6,12,12,2,8,2,8,6,0,6
gTech,United States,2025-04-29,VACO,NORTH AMERICA,4,2,6,6,2,4,2,3,2,0,2
gTech,Portugal,2025-04-28,TECH MAHINDRA LIMITED,EMEA,3,1,5,5,2,3,2,1,1,1,0
gTech,United Kingdom,2025-05-01,MORGAN MCKINLEY LTD,EMEA,12,8,30,30,20,12,4,17,8,7,1
Devices & Services,United States,null,QUEST GLOBAL SERVICES PTE. LTD.,NORTH AMERICA,3,1,5,5,5,3,3,null,1,0,0
Technical Infrastructure,Finland,null,FIBER HIGHWAY FINLAND OY,EMEA,2,1,4,4,4,2,2,null,1,0,0
Devices & Services,United States,2025-05-02,WIPRO LIMITED,NORTH AMERICA,8,5,10,10,3,8,3,4,5,3,2
REWS,United States,2025-04-30,PROPARK AMERICA WEST LLC,NORTH AMERICA,4,1,6,6,6,4,4,3,1,0,0
